,stalta_r1,stalta_r2,stalta_1mr3,stalta_das,stalta_dasend,oms
0,0.2441860465116279,0.29577464788732394,0.1296969696969697,0.0,0.07407407407407407,0.25
1,0.5813953488372093,0.4507042253521127,0.3660606060606061,0.04,0.07407407407407407,0.5738636363636364
2,0.6976744186046512,0.6197183098591549,0.52,0.4,0.5432098765432098,0.5681818181818182
3,1.0,1.0,1.0,0.28,0.7901234567901234,1.0
4,0.6627906976744186,0.4507042253521127,0.5551515151515152,1.0,1.0,0.7613636363636364
5,0.0,0.0,0.0,0.04,0.0,0.14204545454545456
6,0.12790697674418605,0.11267605633802817,0.04727272727272727,0.16,0.49382716049382713,0.0
