,stalta,stalta_end,stalta_end_norm,s1,s2,s3,rs1,rs2,rs3,rs3_inv,rs1_stalta,rs2_stalta,rs3_stalta,rs3_inv_stalta
171,3.1451347,5.378564,2.946530121936311,-2.25,23.125,3.125,2.8125,19.125,-24.1875,-5.3125,-5.375,-5.375,28.375,-5.375
172,3.0349514,5.195822,2.8512517943683657,-2.25,23.125,3.125,2.8125,19.125,-24.1875,-5.3125,-5.375,-5.375,28.375,-5.375
173,2.847397,4.79055,2.630202239995768,-2.25,23.125,3.125,2.8125,19.125,-24.1875,-5.3125,-5.375,-5.375,28.375,-5.375
174,2.7039154,4.4694266,2.4480410440889844,-2.25,23.125,3.125,2.8125,19.125,-24.1875,-5.3125,-5.375,-5.375,28.375,-5.375
175,2.629608,4.3085213,2.3189803604262926,-2.25,23.125,3.125,2.8125,19.125,-24.1875,-5.3125,-5.375,-5.375,28.375,-5.375
176,2.454502,4.171982,2.315446348083651,-2.25,23.125,3.125,2.8125,19.125,-24.1875,-5.3125,-5.375,-5.375,28.375,-5.375
177,2.5007446,4.1605473,2.2830989646902724,-2.25,23.125,3.125,2.8125,19.125,-24.1875,-5.3125,-5.375,-5.375,28.375,-5.375
178,2.2365465,3.9765291,2.1678813025621086,-2.25,23.125,3.125,2.8125,19.125,-24.1875,-5.3125,-5.375,-5.375,28.375,-5.375
179,2.3775146,3.9666412,2.1386746059790047,-2.25,23.125,3.125,2.8125,19.125,-24.1875,-5.3125,-5.375,-5.375,28.375,-5.375
180,2.3007107,3.922393,2.114648341591738,-2.25,23.125,3.125,2.8125,19.125,-24.1875,-5.3125,-5.375,-5.375,28.375,-5.375
181,7.8603606,15.484178,8.145102294403461,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
182,7.5632634,14.650413,7.761364009287998,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
183,5.3845243,10.16711,5.383278884836325,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
184,4.4561906,8.48337,4.490874847838133,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
185,4.3562346,8.287319,4.386542582452931,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
186,4.365226,8.273765,4.379040160698063,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
187,4.1928453,7.8506637,4.352948227304884,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
188,3.9559464,7.4170613,3.930818264267112,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
189,3.5605407,6.493868,3.599946606682874,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
190,3.628727,6.264861,3.391864540413701,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
191,3.438564,6.1951027,3.4333509403075464,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
192,3.4308684,6.0773587,3.3829010743200656,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
193,3.5061886,5.951351,3.291488701235424,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
194,3.2282698,5.5900536,3.0454364914581964,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
195,3.106811,5.580118,3.008713307235161,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
196,3.0853744,5.3757987,2.9777093916860693,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
197,3.0620346,5.2910266,2.930442454575647,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
198,2.8611603,5.1890845,2.810770320798973,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
199,3.0367503,5.101426,2.8068130256674624,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
200,2.9460359,5.0957246,2.779305013298379,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
201,2.8804264,5.090475,2.7435794663526187,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
202,2.9132783,4.9883757,2.7959979877802525,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
203,2.9056838,4.9606547,2.745405384404524,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
204,2.9473767,4.8639956,2.696471738766991,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
205,3.1163607,4.8624926,2.5942001850136096,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
206,2.7934089,4.736274,2.600723372807895,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
207,2.7384276,4.606076,2.4894974578040268,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
208,2.5824153,4.594306,2.587450134394653,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
209,2.6496868,4.5611687,2.479463256434763,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
210,2.4935613,4.5264544,2.400084642877034,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
211,2.6825855,4.3341722,2.310966745517554,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
212,2.5841935,4.2553825,2.35641088557803,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
213,2.4745166,4.188063,2.283992883896388,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
214,2.6423173,4.177118,2.3169933764968382,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
215,2.4409816,4.1741524,2.2764967628752792,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
216,2.3361297,3.9124796,2.087324316410389,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
217,2.4159598,3.8964972,2.1827090176829627,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
218,2.1615446,3.8153515,2.150390913129688,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
219,2.2270591,3.6587658,2.035142422464425,112.4375,14.4375,-114.0625,-73.875,-85.9375,-143.625,-5.4375,-5.5,-5.4375,40.375,-5.5
220,5.6199474,10.377169,5.406633734450563,-12.9375,157.75,-8.0,-10.0625,157.75,-41.0,262.375,-5.375,-5.4375,14.625,-5.4375
221,5.29535,9.527425,4.962918199801576,-12.9375,157.75,-8.0,-10.0625,157.75,-41.0,262.375,-5.375,-5.4375,14.625,-5.4375
222,4.6509,8.339914,4.343625815716564,-12.9375,157.75,-8.0,-10.0625,157.75,-41.0,262.375,-5.375,-5.4375,14.625,-5.4375
223,3.3930333,5.930666,3.088273164176732,-12.9375,157.75,-8.0,-10.0625,157.75,-41.0,262.375,-5.375,-5.4375,14.625,-5.4375
224,3.1772242,5.523767,2.875452265831385,-12.9375,157.75,-8.0,-10.0625,157.75,-41.0,262.375,-5.375,-5.4375,14.625,-5.4375
225,3.1437325,5.399304,2.974694293946195,-12.9375,157.75,-8.0,-10.0625,157.75,-41.0,262.375,-5.375,-5.4375,14.625,-5.4375
226,3.0962648,5.3961945,2.809398856497124,-12.9375,157.75,-8.0,-10.0625,157.75,-41.0,262.375,-5.375,-5.4375,14.625,-5.4375
227,3.1171632,5.3155785,2.9257510326945884,-12.9375,157.75,-8.0,-10.0625,157.75,-41.0,262.375,-5.375,-5.4375,14.625,-5.4375
228,2.9768934,5.230561,2.881244766033873,-12.9375,157.75,-8.0,-10.0625,157.75,-41.0,262.375,-5.375,-5.4375,14.625,-5.4375
229,3.0919547,5.186091,2.857059299679345,-12.9375,157.75,-8.0,-10.0625,157.75,-41.0,262.375,-5.375,-5.4375,14.625,-5.4375
230,2.7645423,4.9082303,2.704300397680673,-12.9375,157.75,-8.0,-10.0625,157.75,-41.0,262.375,-5.375,-5.4375,14.625,-5.4375
231,2.7189238,4.905964,2.703142213309126,-12.9375,157.75,-8.0,-10.0625,157.75,-41.0,262.375,-5.375,-5.4375,14.625,-5.4375
232,2.9877877,4.7549486,2.6167368475976,-12.9375,157.75,-8.0,-10.0625,157.75,-41.0,262.375,-5.375,-5.4375,14.625,-5.4375
233,2.649937,4.4343023,2.4422389157872235,-12.9375,157.75,-8.0,-10.0625,157.75,-41.0,262.375,-5.375,-5.4375,14.625,-5.4375
234,2.4566407,3.9608765,2.1799081572324948,-12.9375,157.75,-8.0,-10.0625,157.75,-41.0,262.375,-5.375,-5.4375,14.625,-5.4375
235,2.3674426,3.8428855,2.003242775118957,-12.9375,157.75,-8.0,-10.0625,157.75,-41.0,262.375,-5.375,-5.4375,14.625,-5.4375
236,2.2174978,3.677202,2.033732827937062,-12.9375,157.75,-8.0,-10.0625,157.75,-41.0,262.375,-5.375,-5.4375,14.625,-5.4375
237,2.288259,3.6351361,2.001135492636207,-12.9375,157.75,-8.0,-10.0625,157.75,-41.0,262.375,-5.375,-5.4375,14.625,-5.4375
238,5.076216,9.169496,5.200004196323637,162.5,169.5,42.1875,162.5,241.9375,109.9375,-3.125,-5.4375,-5.375,4.25,-5.4375
239,4.7785673,8.551669,4.846931632609062,162.5,169.5,42.1875,162.5,241.9375,109.9375,-3.125,-5.4375,-5.375,4.25,-5.4375
240,4.2918606,7.6147237,4.3172621414010965,162.5,169.5,42.1875,162.5,241.9375,109.9375,-3.125,-5.4375,-5.375,4.25,-5.4375
241,4.145845,7.443618,4.235930678097745,162.5,169.5,42.1875,162.5,241.9375,109.9375,-3.125,-5.4375,-5.375,4.25,-5.4375
242,3.1148193,5.14135,2.6887751077965283,162.5,169.5,42.1875,162.5,241.9375,109.9375,-3.125,-5.4375,-5.375,4.25,-5.4375
243,3.1088054,4.847878,2.5399402109524134,162.5,169.5,42.1875,162.5,241.9375,109.9375,-3.125,-5.4375,-5.375,4.25,-5.4375
244,2.8121006,4.829312,2.5782960415613667,162.5,169.5,42.1875,162.5,241.9375,109.9375,-3.125,-5.4375,-5.375,4.25,-5.4375
245,2.9109507,4.816256,2.4798087253861483,162.5,169.5,42.1875,162.5,241.9375,109.9375,-3.125,-5.4375,-5.375,4.25,-5.4375
246,2.7725153,4.5857124,2.493406815942944,162.5,169.5,42.1875,162.5,241.9375,109.9375,-3.125,-5.4375,-5.375,4.25,-5.4375
247,2.7667964,4.5349655,2.3348488780060253,162.5,169.5,42.1875,162.5,241.9375,109.9375,-3.125,-5.4375,-5.375,4.25,-5.4375
248,2.8199563,4.297353,2.22991945683402,162.5,169.5,42.1875,162.5,241.9375,109.9375,-3.125,-5.4375,-5.375,4.25,-5.4375
249,2.6359384,4.0036545,2.081763577727321,162.5,169.5,42.1875,162.5,241.9375,109.9375,-3.125,-5.4375,-5.375,4.25,-5.4375
250,2.4108465,3.8835125,2.0441312105364884,162.5,169.5,42.1875,162.5,241.9375,109.9375,-3.125,-5.4375,-5.375,4.25,-5.4375
251,2.5256743,3.8375547,2.100196071044395,162.5,169.5,42.1875,162.5,241.9375,109.9375,-3.125,-5.4375,-5.375,4.25,-5.4375
252,2.143659,3.6864228,2.095233426830693,162.5,169.5,42.1875,162.5,241.9375,109.9375,-3.125,-5.4375,-5.375,4.25,-5.4375
253,2.0832086,3.5629604,2.025789169140342,162.5,169.5,42.1875,162.5,241.9375,109.9375,-3.125,-5.4375,-5.375,4.25,-5.4375
254,3.923522,7.122091,3.732089411157448,69.25,-6.3125,-5.875,21.875,-1.4375,-11.1875,-2.125,140.3125,-2.25,5.3125,140.3125
255,3.36341,5.759278,3.027606829940169,69.25,-6.3125,-5.875,21.875,-1.4375,-11.1875,-2.125,140.3125,-2.25,5.3125,140.3125
256,2.7927403,5.013897,2.6334771848790326,69.25,-6.3125,-5.875,21.875,-1.4375,-11.1875,-2.125,140.3125,-2.25,5.3125,140.3125
257,2.4439535,4.3490095,2.283878478234913,69.25,-6.3125,-5.875,21.875,-1.4375,-11.1875,-2.125,140.3125,-2.25,5.3125,140.3125
258,2.385933,4.283897,2.2508302591221327,69.25,-6.3125,-5.875,21.875,-1.4375,-11.1875,-2.125,140.3125,-2.25,5.3125,140.3125
259,2.3927567,4.224659,2.2178787347313063,69.25,-6.3125,-5.875,21.875,-1.4375,-11.1875,-2.125,140.3125,-2.25,5.3125,140.3125
260,2.211543,3.9809349,2.0913357546295166,69.25,-6.3125,-5.875,21.875,-1.4375,-11.1875,-2.125,140.3125,-2.25,5.3125,140.3125
261,1.6269298,4.16617,2.2476625667872385,39.75,63.75,33.1875,105.9375,186.625,168.5,-49.25,-59.0625,-5.5,168.4375,-5.5
262,2.0693684,6.363183,3.3730443152549494,-229.0,-4.9375,-55.875,-219.625,-164.625,-168.8125,-4.625,-4.6875,-28.5,-191.0625,-5.4375
263,1.9296395,5.2781587,2.7507230739157955,-229.0,-4.9375,-55.875,-219.625,-164.625,-168.8125,-4.625,-4.6875,-28.5,-191.0625,-5.4375
264,2.0991986,4.64794,2.4290149720340923,-229.0,-4.9375,-55.875,-219.625,-164.625,-168.8125,-4.625,-4.6875,-28.5,-191.0625,-5.4375
265,2.1123557,4.6309705,2.420231719936983,-229.0,-4.9375,-55.875,-219.625,-164.625,-168.8125,-4.625,-4.6875,-28.5,-191.0625,-5.4375
266,1.592385,4.2329464,2.193463906372061,-229.0,-4.9375,-55.875,-219.625,-164.625,-168.8125,-4.625,-4.6875,-28.5,-191.0625,-5.4375
267,3.9493034,14.383555,7.756977675229798,96.4375,-6.25,-5.5,26.6875,161.0,27.0625,-5.5,-5.5,-5.5,62.5625,-5.5
268,2.586835,7.9424987,4.286672765005855,96.4375,-6.25,-5.5,26.6875,161.0,27.0625,-5.5,-5.5,-5.5,62.5625,-5.5
269,2.1122692,5.487779,2.958103520427017,96.4375,-6.25,-5.5,26.6875,161.0,27.0625,-5.5,-5.5,-5.5,62.5625,-5.5
270,2.1138597,5.247943,2.8298321056948468,96.4375,-6.25,-5.5,26.6875,161.0,27.0625,-5.5,-5.5,-5.5,62.5625,-5.5
271,1.9841981,4.695081,2.532210200379807,96.4375,-6.25,-5.5,26.6875,161.0,27.0625,-5.5,-5.5,-5.5,62.5625,-5.5
272,1.5153105,3.9627311,2.1411745221858745,96.4375,-6.25,-5.5,26.6875,161.0,27.0625,-5.5,-5.5,-5.5,62.5625,-5.5
273,1.5804697,3.9155066,2.114744337127843,96.4375,-6.25,-5.5,26.6875,161.0,27.0625,-5.5,-5.5,-5.5,62.5625,-5.5
274,1.5288049,3.871439,2.091436210010372,96.4375,-6.25,-5.5,26.6875,161.0,27.0625,-5.5,-5.5,-5.5,62.5625,-5.5
275,1.5469143,3.8711474,2.0910323959475456,96.4375,-6.25,-5.5,26.6875,161.0,27.0625,-5.5,-5.5,-5.5,62.5625,-5.5
276,13.06304,12.951048,5.209650891781187,-269.875,-266.75,-266.75,-137.0625,-212.1875,-268.9375,-212.1875,-212.1875,-212.4375,-202.875,-212.5625
277,11.357916,10.628634,4.131005702016855,-269.875,-266.75,-266.75,-137.0625,-212.1875,-268.9375,-212.1875,-212.1875,-212.4375,-202.875,-212.5625
278,8.999651,9.046267,3.660844020248231,-269.875,-266.75,-266.75,-137.0625,-212.1875,-268.9375,-212.1875,-212.1875,-212.4375,-202.875,-212.5625
279,7.1454186,7.2326365,2.900968343763874,-269.875,-266.75,-266.75,-137.0625,-212.1875,-268.9375,-212.1875,-212.1875,-212.4375,-202.875,-212.5625
280,6.6536207,7.0154543,2.8336016584570567,-269.875,-266.75,-266.75,-137.0625,-212.1875,-268.9375,-212.1875,-212.1875,-212.4375,-202.875,-212.5625
281,6.6530147,6.6385684,2.774836789703542,-269.875,-266.75,-266.75,-137.0625,-212.1875,-268.9375,-212.1875,-212.1875,-212.4375,-202.875,-212.5625
282,5.0239162,5.2057624,2.180286082185302,-269.875,-266.75,-266.75,-137.0625,-212.1875,-268.9375,-212.1875,-212.1875,-212.4375,-202.875,-212.5625
283,5.0101953,5.1802163,2.168950066260545,-269.875,-266.75,-266.75,-137.0625,-212.1875,-268.9375,-212.1875,-212.1875,-212.4375,-202.875,-212.5625
284,7.5000834,6.6163044,2.345423190918874,70.4375,33.4375,-202.25,70.4375,33.625,135.125,167.125,254.875,180.125,265.0625,149.5625
285,2.957512,10.630861,5.657118908835548,-33.5625,-14.125,-17.75,16.875,15.5,131.1875,14.125,-88.25,-233.125,32.625,-88.125
286,2.9549773,10.51224,5.594221077977829,-33.5625,-14.125,-17.75,16.875,15.5,131.1875,14.125,-88.25,-233.125,32.625,-88.125
287,1.5885609,4.181272,2.224220857355941,-33.5625,-14.125,-17.75,16.875,15.5,131.1875,14.125,-88.25,-233.125,32.625,-88.125
288,1.5559542,3.9015167,2.0751548610673978,-33.5625,-14.125,-17.75,16.875,15.5,131.1875,14.125,-88.25,-233.125,32.625,-88.125
289,4.17874,7.035101,3.749503801751187,-77.5,-10.125,-78.5625,-5.4375,-8.8125,-224.75,-5.4375,-5.4375,-5.4375,3.8125,-5.4375
290,3.6926749,6.119471,3.2797845667351515,-77.5,-10.125,-78.5625,-5.4375,-8.8125,-224.75,-5.4375,-5.4375,-5.4375,3.8125,-5.4375
291,2.8754942,4.6074758,2.471218501065144,-77.5,-10.125,-78.5625,-5.4375,-8.8125,-224.75,-5.4375,-5.4375,-5.4375,3.8125,-5.4375
292,2.592518,4.2428775,2.27408514570395,-77.5,-10.125,-78.5625,-5.4375,-8.8125,-224.75,-5.4375,-5.4375,-5.4375,3.8125,-5.4375
293,1.7739654,4.295427,2.2750917058719,210.0625,74.875,-30.625,210.0625,7.0,-29.5625,-64.1875,-65.0625,215.4375,143.3125,132.875
294,1.5442523,3.7027872,2.0417124347260955,210.0625,74.875,-30.625,210.0625,7.0,-29.5625,-64.1875,-65.0625,215.4375,143.3125,132.875
295,1.837579,5.5804696,2.4676909655953567,211.25,211.125,-67.6875,-69.4375,-80.3125,211.125,-78.375,-90.875,-87.875,-72.625,-91.25
296,1.8515757,5.2832294,2.312586377841375,211.25,211.125,-67.6875,-69.4375,-80.3125,211.125,-78.375,-90.875,-87.875,-72.625,-91.25
297,1.8529902,5.23575,2.291748430301824,211.25,211.125,-67.6875,-69.4375,-80.3125,211.125,-78.375,-90.875,-87.875,-72.625,-91.25
298,1.7396593,5.1933165,2.296967519506881,211.25,211.125,-67.6875,-69.4375,-80.3125,211.125,-78.375,-90.875,-87.875,-72.625,-91.25
299,2.5102265,6.689133,2.928885790401451,139.375,139.5,139.75,264.8125,146.3125,87.0,146.125,-5.5625,-5.5625,10.5,-5.625
300,2.5194986,6.6604,2.9161690190044744,139.375,139.5,139.75,264.8125,146.3125,87.0,146.125,-5.5625,-5.5625,10.5,-5.625
301,2.0708573,5.598219,2.453432527315313,139.375,139.5,139.75,264.8125,146.3125,87.0,146.125,-5.5625,-5.5625,10.5,-5.625
302,2.055359,5.589361,2.449473861155519,139.375,139.5,139.75,264.8125,146.3125,87.0,146.125,-5.5625,-5.5625,10.5,-5.625
303,1.9132851,5.517411,2.39043301456802,139.375,139.5,139.75,264.8125,146.3125,87.0,146.125,-5.5625,-5.5625,10.5,-5.625
304,3.5205176,3.9767542,2.015596680572437,-159.125,-104.125,43.25,2.625,-44.125,0.8125,-24.875,-51.4375,-217.0625,-123.875,-198.4375
305,3.5233517,3.9760177,2.015250033177331,-159.125,-104.125,43.25,2.625,-44.125,0.8125,-24.875,-51.4375,-217.0625,-123.875,-198.4375
306,1.98733,5.77078,2.0941721106323103,271.0625,70.875,79.8125,37.8125,213.0625,59.6875,84.25,-3.6875,234.3125,38.875,236.0625
307,2.83741,8.12006,2.88501935744904,-231.0625,-230.9375,-205.625,-231.0,-230.75,-166.5625,33.4375,-155.1875,-250.875,10.75,-155.6875
308,4.01097,4.99676,2.694722841476501,256.375,-5.5625,-5.5625,256.3125,-5.5,-14.75,-5.625,-5.6875,-5.875,3.375,-5.8125
309,4.00856,4.99301,2.692955804104025,256.375,-5.5625,-5.5625,256.3125,-5.5,-14.75,-5.625,-5.6875,-5.875,3.375,-5.8125
310,3.1108,3.89296,2.103238785741949,256.375,-5.5625,-5.5625,256.3125,-5.5,-14.75,-5.625,-5.6875,-5.875,3.375,-5.8125
311,3.39648,4.4633,2.4814888977426595,-4.5625,-70.0625,-299.6875,48.875,49.25,-15.0625,-4.875,-4.8125,-5.625,-10.4375,-5.375
312,3.3298,4.10175,2.2115759297501283,-4.5625,-70.0625,-299.6875,48.875,49.25,-15.0625,-4.875,-4.8125,-5.625,-10.4375,-5.375
313,3.4253,5.64133,2.087734046708355,156.25,-42.75,-5.6875,156.25,-203.125,-42.75,-5.6875,219.0,-5.75,-297.625,-5.75
314,8.13624,14.8353,5.582046757841399,-158.5,-13.9375,-5.5,-158.5,-132.625,-46.0625,-5.5625,-5.625,-5.625,131.25,-5.625
315,5.89358,10.4124,3.710398889493713,-158.5,-13.9375,-5.5,-158.5,-132.625,-46.0625,-5.5625,-5.625,-5.625,131.25,-5.625
316,5.53572,10.0971,3.617564559716334,-158.5,-13.9375,-5.5,-158.5,-132.625,-46.0625,-5.5625,-5.625,-5.625,131.25,-5.625
317,4.87014,8.5816,3.072136383547957,-158.5,-13.9375,-5.5,-158.5,-132.625,-46.0625,-5.5625,-5.625,-5.625,131.25,-5.625
318,4.75794,8.53589,3.066902316231648,-158.5,-13.9375,-5.5,-158.5,-132.625,-46.0625,-5.5625,-5.625,-5.625,131.25,-5.625
319,4.36548,7.56436,2.855845276567536,-158.5,-13.9375,-5.5,-158.5,-132.625,-46.0625,-5.5625,-5.625,-5.625,131.25,-5.625
320,4.45789,7.53944,2.8446682918229853,-158.5,-13.9375,-5.5,-158.5,-132.625,-46.0625,-5.5625,-5.625,-5.625,131.25,-5.625
321,4.48322,7.52885,2.840582988090935,-158.5,-13.9375,-5.5,-158.5,-132.625,-46.0625,-5.5625,-5.625,-5.625,131.25,-5.625
322,4.5053,7.51935,2.836312488482948,-158.5,-13.9375,-5.5,-158.5,-132.625,-46.0625,-5.5625,-5.625,-5.625,131.25,-5.625
323,3.26001,5.67412,2.141977845241457,-158.5,-13.9375,-5.5,-158.5,-132.625,-46.0625,-5.5625,-5.625,-5.625,131.25,-5.625
324,3.42691,5.62672,2.115702548447794,-190.3125,-119.625,-214.0,-192.0625,-241.5,-132.6875,-212.25,-77.375,-34.0,-225.375,-34.1875
325,3.47504,5.45514,2.046554206380613,-190.3125,-119.625,-214.0,-192.0625,-241.5,-132.6875,-212.25,-77.375,-34.0,-225.375,-34.1875
326,4.24439,6.65634,2.407440114961009,209.5625,92.5625,208.4375,92.4375,168.1875,-22.625,175.6875,122.0625,-184.25,55.5,-13.875
327,8.26224,15.3116,5.007876753652954,-266.375,274.75,-10.125,-266.375,114.0625,-16.0625,-5.625,-5.6875,-5.625,202.3125,-5.6875
328,4.9487,7.93148,2.781782152636942,-266.375,274.75,-10.125,-266.375,114.0625,-16.0625,-5.625,-5.6875,-5.625,202.3125,-5.6875
329,4.64546,7.47752,2.4327197619079195,-266.375,274.75,-10.125,-266.375,114.0625,-16.0625,-5.625,-5.6875,-5.625,202.3125,-5.6875
330,3.77141,6.31308,2.224296149039728,16.9375,-139.375,34.5,19.5625,-139.375,-120.5,-34.4375,132.125,-5.6875,-26.8125,-5.6875
331,4.44836,7.32133,2.479896992528444,-69.25,115.8125,191.625,-69.25,115.8125,-40.3125,-5.6875,105.125,-5.6875,-94.0,162.8125
332,3.93935,6.4537,2.301059353078514,-69.25,115.8125,191.625,-69.25,115.8125,-40.3125,-5.6875,105.125,-5.6875,-94.0,162.8125
333,10.4148,16.5758,5.7692242147537405,41.9375,73.5625,78.5625,41.875,250.875,-30.75,-5.75,-5.6875,-5.75,263.5625,-5.75
334,4.28349,7.45152,2.6865551874231137,41.9375,73.5625,78.5625,41.875,250.875,-30.75,-5.75,-5.6875,-5.75,263.5625,-5.75
335,4.46938,6.69537,2.326250044994452,41.9375,73.5625,78.5625,41.875,250.875,-30.75,-5.75,-5.6875,-5.75,263.5625,-5.75
336,5.22294,6.77454,3.6441932737658855,93.25,120.5625,79.8125,93.25,120.5625,30.125,-5.75,38.75,89.375,126.9375,-5.75
337,3.50541,4.63201,2.474397134855242,80.8125,-48.875,44.0,142.75,8.5625,-38.1875,-5.6875,250.75,105.375,1.5,105.3125
338,3.18587,4.04297,2.154896064487697,80.8125,-48.875,44.0,142.75,8.5625,-38.1875,-5.6875,250.75,105.375,1.5,105.3125
339,3.16477,4.03239,2.149052883934162,80.8125,-48.875,44.0,142.75,8.5625,-38.1875,-5.6875,250.75,105.375,1.5,105.3125
340,2.96125,3.7846,2.0180475856507405,80.8125,-48.875,44.0,142.75,8.5625,-38.1875,-5.6875,250.75,105.375,1.5,105.3125
341,4.45308,5.78497,2.142891808195233,52.125,-119.5,52.1875,-1.0,52.125,-277.625,24.9375,-5.6875,-5.6875,40.875,-5.75
342,3.68755,5.42157,2.023865746941195,52.125,-119.5,52.1875,-1.0,52.125,-277.625,24.9375,-5.6875,-5.6875,40.875,-5.75
343,6.46537,11.4704,4.079357456813217,-5.5,170.0625,-5.625,29.6875,-5.375,-19.875,-5.5625,-5.75,-9.4375,13.875,-6.3125
344,3.60558,6.21128,2.21190515073059,-5.5,170.0625,-5.625,29.6875,-5.375,-19.875,-5.5625,-5.75,-9.4375,13.875,-6.3125
345,5.15118,8.69811,2.9873962773394123,-207.3125,-72.375,49.625,-90.8125,-70.125,-57.25,-1.3125,-3.5,-16.6875,60.625,-2.875
346,3.98777,6.40265,2.219931686965168,-207.3125,-72.375,49.625,-90.8125,-70.125,-57.25,-1.3125,-3.5,-16.6875,60.625,-2.875
347,6.63459,6.79769,3.612326815775438,-29.125,-40.8125,94.8125,-27.875,-40.8125,-74.8125,-3.5625,65.3125,-40.875,-20.1875,-6.9375
348,5.47406,5.43668,2.926729098209232,-29.125,-40.8125,94.8125,-27.875,-40.8125,-74.8125,-3.5625,65.3125,-40.875,-20.1875,-6.9375
349,3.75906,3.81921,2.0818047897018017,-29.125,-40.8125,94.8125,-27.875,-40.8125,-74.8125,-3.5625,65.3125,-40.875,-20.1875,-6.9375
