timestamp,rs1,rs2,rs3
2022-11-14 19:34:00+00:00,0.0002642324936936604,0.007951167595619143,0.9994273825118283
2022-11-14 19:34:10+00:00,-0.002746552466201277,0.012836651383572739,0.9994040516455857
2022-11-14 19:34:20+00:00,-0.00979403746504352,0.016627514645295174,0.9992916681352932
2022-11-14 19:34:30+00:00,-0.007879960664236874,0.004326070342234544,0.9993959614323173
2022-11-14 19:34:40+00:00,-0.023930160568784165,0.008261046364445534,0.9993265326117622
2022-11-14 19:34:50+00:00,-0.016942841415916923,-0.014973749581348809,0.9992398073009818
2022-11-14 19:35:00+00:00,0.005715794628653393,-0.021653547540756,0.9992585989600937
2022-11-14 19:35:10+00:00,0.013836275347622622,-0.006610078227942897,0.9993901837568568
2022-11-14 19:35:20+00:00,0.01523533132673717,-0.010566882993238387,0.9993293081057903
2022-11-14 19:35:30+00:00,0.004739953972021852,0.0036636191637242827,0.9994329992052821
2022-11-14 19:35:40+00:00,0.002520269349569788,0.009997567957416499,0.9993335479626915
2022-11-14 19:35:50+00:00,0.001554212389832758,0.011345005971454908,0.9995529011907902
2022-11-14 19:36:00+00:00,-0.007929458575543866,0.001779855732054015,0.9993943712509428
2022-11-14 19:36:10+00:00,-0.025299793553904014,-0.019088064898151735,0.9989086453719357
2022-11-14 19:36:20+00:00,-0.009318499191486466,0.0005591832464803819,0.999368320486343
2022-11-14 19:36:30+00:00,0.0021343919037797154,0.005280503758767141,0.9993777399308273
2022-11-14 19:36:40+00:00,0.004144154435618122,0.006283720655610556,0.9994683693380455
2022-11-14 19:36:50+00:00,0.008014037839662667,-0.009758757894411595,0.9995021434169848
2022-11-14 19:37:00+00:00,0.003500228801870171,-0.010062279183834556,0.9992917295050137
2022-11-14 19:37:10+00:00,-0.002352914782288221,-0.004968586119575242,0.9995076455403087
2022-11-14 19:37:20+00:00,0.0014170666814281954,0.0020393649044359967,0.9995058957565562
2022-11-14 19:37:30+00:00,0.005867117946154363,0.010657709377402994,0.9994523201354705
2022-11-14 19:37:40+00:00,0.0036690361178373055,0.0003147105570061211,0.9994214733555287
2022-11-14 19:37:50+00:00,0.004010879897477127,-0.01677336893705609,0.9993118771856859
2022-11-14 19:38:00+00:00,-0.0014230611761930382,-0.008907740507727328,0.9994470923480497
2022-11-14 19:38:10+00:00,-0.004678802936727009,0.004221633904740369,0.9994587799664837
2022-11-14 19:38:20+00:00,-0.0010618107020883216,0.009396954944574534,0.9995233368144678
2022-11-14 19:38:30+00:00,0.00014517416187812945,0.00916548228746839,0.9994954215771137
2022-11-14 19:38:40+00:00,-0.0032294434421052676,0.014432395996809557,0.9993802435082992
2022-11-14 19:38:50+00:00,1.5511307417074135e-05,0.005541952570874883,0.9994685529812669
2022-11-14 19:39:00+00:00,0.001558669633078991,-0.004369976854397895,0.9995003221305093
2022-11-14 19:39:10+00:00,0.004859109157981463,0.0010044108865751313,0.9995395246332781
2022-11-14 19:39:20+00:00,0.009381976332319252,-0.005824454022856938,0.9994411795379838
2022-11-14 19:39:30+00:00,0.0060253466534405786,0.00031002201357232953,0.999454137097417
2022-11-14 19:39:40+00:00,0.00976604970399386,0.000996351744319238,0.9993511152175584
2022-11-14 19:39:50+00:00,-0.00497656426597436,-0.008463934261378692,0.999387442201525
